EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1618272080.022779,1963494.000,22221,2,AK,1,100,22217
1618272080.028970,1963500.000,22221,2,AK,1,100,RD
1618272082.680974,1966070.000,23139,2,AK,1,100,22217
1618272085.332978,1968640.000,23139,2,AK,1,100,RD
1618272085.338654,1968645.500,23141,2,AK,1,100,23137
1618272085.344329,1968651.000,23141,2,AK,1,100,RD
1618272087.970536,1971196.000,24042,2,AK,1,100,23137
1618272090.596742,1973741.000,24042,2,AK,1,100,RD
1618272090.606030,1973750.000,24044,2,AK,1,100,24040
1618272090.615317,1973759.000,24044,2,AK,1,100,RD
1618272093.242039,1976304.500,24947,2,AK,1,100,24040
1618272095.868762,1978850.000,24947,2,AK,1,100,RD
1618272095.875985,1978857.000,24949,2,AK,1,100,24945
1618272095.883208,1978864.000,24949,2,AK,1,100,RD
1618272098.537792,1981436.500,25868,2,AK,1,100,24945
1618272101.192376,1984009.000,25868,2,AK,1,100,RD
1618272101.212498,1984028.500,25870,2,AK,1,100,25866
1618272101.232620,1984048.000,25870,2,AK,1,100,RD
1618272103.845412,1986580.000,26772,2,AK,1,100,25866
1618272106.458204,1989112.000,26772,2,AK,1,100,RD
1618272106.464395,1989118.000,26774,2,AK,1,100,26770
1618272106.470587,1989124.000,26774,2,AK,1,100,RD
1618272109.113304,1991685.000,27692,2,AK,1,100,26770
1618272111.756021,1994246.000,27692,2,AK,1,100,RD
1618272111.762212,1994252.000,27694,2,AK,1,100,27690
1618272111.768404,1994258.000,27694,2,AK,1,100,RD
1618272114.399770,1996808.000,28597,2,AK,1,100,27690
1618272117.031136,1999358.000,28597,2,AK,1,100,RD
1618272117.059513,1999385.500,28599,2,AK,1,100,28595
1618272117.087891,1999413.000,28599,2,AK,1,100,RD
1618272119.694491,2001939.000,29501,2,AK,1,100,28595
1618272122.301091,2004465.000,29501,2,AK,1,100,RD
1618272122.307283,2004471.000,29503,2,AK,1,100,29499
1618272122.313474,2004477.000,29503,2,AK,1,100,RD
1618272124.963930,2007045.500,30421,2,AK,1,100,29499
1618272127.614387,2009614.000,30421,2,AK,1,100,RD
1618272127.621094,2009620.500,30423,2,AK,1,100,30419
1618272127.627801,2009627.000,30423,2,AK,1,100,RD
1618272130.277742,2012195.000,31343,2,AK,1,100,30419
1618272132.927682,2014763.000,31343,2,AK,1,100,RD
1618272132.933358,2014768.500,31345,2,AK,1,100,31341
1618272132.939033,2014774.000,31345,2,AK,1,100,RD
1618272135.567820,2017321.500,32246,2,AK,1,100,31341
1618272138.196606,2019869.000,32246,2,AK,1,100,RD
1618272138.203829,2019876.000,32248,2,AK,1,100,32244
1618272138.211052,2019883.000,32248,2,AK,1,100,RD
1618272140.862541,2022452.500,33166,2,AK,1,100,32244
1618272143.514029,2025022.000,33166,2,AK,1,100,RD
1618272143.521768,2025029.500,33168,2,AK,1,100,33164
1618272143.529508,2025037.000,33168,2,AK,1,100,RD
1618272146.176868,2027602.500,34070,2,AK,1,100,33164
1618272148.824229,2030168.000,34070,2,AK,1,100,RD
1618272148.830420,2030174.000,34072,2,AK,1,100,34068
1618272148.836612,2030180.000,34072,2,AK,1,100,RD
1618272151.484488,2032746.000,34976,2,AK,1,100,34068
1618272154.132365,2035312.000,34976,2,AK,1,100,RD
1618272154.144748,2035324.000,34978,2,AK,1,100,34974
1618272154.157130,2035336.000,34978,2,AK,1,100,RD
1618272156.788496,2037886.000,35880,2,AK,1,100,34974
1618272159.419863,2040436.000,35880,2,AK,1,100,RD
1618272159.453400,2040468.500,35882,2,AK,1,100,35878
1618272159.486937,2040501.000,35882,2,AK,1,100,RD
1618272162.105920,2043039.000,36782,2,AK,1,100,35878
1618272164.724903,2045577.000,36782,2,AK,1,100,RD
1618272164.731094,2045583.000,36784,2,AK,1,100,36780
1618272164.737286,2045589.000,36784,2,AK,1,100,RD
1618272167.369168,2048139.500,37685,2,AK,1,100,36780
1618272170.001050,2050690.000,37685,2,AK,1,100,RD
1618272170.008273,2050697.000,37687,2,AK,1,100,37683
1618272170.015496,2050704.000,37687,2,AK,1,100,RD
1618272172.645831,2053253.000,38590,2,AK,1,100,37683
1618272175.276165,2055802.000,38590,2,AK,1,100,RD
1618272175.281840,2055807.500,38592,2,AK,1,100,38588
1618272175.287516,2055813.000,38592,2,AK,1,100,RD
1618272177.925589,2058369.500,39493,2,AK,1,100,38588
1618272180.563663,2060926.000,39493,2,AK,1,100,RD
1618272180.569338,2060931.500,39495,2,AK,1,100,39491
1618272180.575013,2060937.000,39495,2,AK,1,100,RD
1618272183.224954,2063505.000,40396,2,AK,1,100,39491
1618272185.874894,2066073.000,40396,2,AK,1,100,RD
1618272185.884181,2066082.000,40398,2,AK,1,100,40394
1618272185.893469,2066091.000,40398,2,AK,1,100,RD
1618272188.535670,2068651.500,41299,2,AK,1,100,40394
1618272191.177871,2071212.000,41299,2,AK,1,100,RD
1618272191.198509,2071232.000,41301,2,AK,1,100,41297
1618272191.219147,2071252.000,41301,2,AK,1,100,RD
1618272193.848449,2073800.000,42203,2,AK,1,100,41297
1618272196.477751,2076348.000,42203,2,AK,1,100,RD
1618272196.514900,2076384.000,42205,2,AK,1,100,42201
1618272196.552049,2076420.000,42205,2,AK,1,100,RD
1618272199.159681,2078947.000,43109,2,AK,1,100,42201
1618272201.767313,2081474.000,43109,2,AK,1,100,RD
1618272201.773504,2081480.000,43111,2,AK,1,100,43107
1618272201.779696,2081486.000,43111,2,AK,1,100,RD
1618272204.426025,2084050.500,44013,2,AK,1,100,43107
1618272207.072353,2086615.000,44013,2,AK,1,100,RD
1618272207.079061,2086621.500,44015,2,AK,1,100,44011
1618272207.085768,2086628.000,44015,2,AK,1,100,RD
1618272209.719198,2089180.000,44915,2,AK,1,100,44011
1618272212.352628,2091732.000,44915,2,AK,1,100,RD
1618272212.386681,2091765.000,44917,2,AK,1,100,44913
1618272212.420734,2091798.000,44917,2,AK,1,100,RD
1618272215.025270,2094322.000,45818,2,AK,1,100,44913
1618272217.629807,2096846.000,45818,2,AK,1,100,RD
1618272217.636514,2096852.500,45820,2,AK,1,100,45816
1618272217.643221,2096859.000,45820,2,AK,1,100,RD
1618272220.276135,2099410.500,46723,2,AK,1,100,45816
1618272222.909049,2101962.000,46723,2,AK,1,100,RD
1618272222.937943,2101990.000,46725,2,AK,1,100,46721
1618272222.966836,2102018.000,46725,2,AK,1,100,RD
1618272225.573952,2104544.500,47623,2,AK,1,100,46721
1618272228.181068,2107071.000,47623,2,AK,1,100,RD
1618272228.186744,2107076.500,47625,2,AK,1,100,47621
1618272228.192419,2107082.000,47625,2,AK,1,100,RD
1618272230.842876,2109650.500,48526,2,AK,1,100,47621
1618272233.493332,2112219.000,48526,2,AK,1,100,RD
1618272233.500039,2112225.500,48528,2,AK,1,100,48524
1618272233.506747,2112232.000,48528,2,AK,1,100,RD
1618272236.145852,2114789.500,49431,2,AK,1,100,48524
1618272238.784957,2117347.000,49431,2,AK,1,100,RD
1618272238.812819,2117374.000,49433,2,AK,1,100,49429
1618272238.840681,2117401.000,49433,2,AK,1,100,RD
1618272241.468951,2119948.000,50336,2,AK,1,100,49429
1618272244.097221,2122495.000,50336,2,AK,1,100,RD
1618272244.103929,2122501.500,50338,2,AK,1,100,50334
1618272244.110636,2122508.000,50338,2,AK,1,100,RD
1618272246.751289,2125067.000,51240,2,AK,1,100,50334
1618272249.391942,2127626.000,51240,2,AK,1,100,RD
1618272249.398134,2127632.000,51242,2,AK,1,100,51238
1618272249.404325,2127638.000,51242,2,AK,1,100,RD
1618272252.039819,2130192.000,52143,2,AK,1,100,51238
1618272254.675313,2132746.000,52143,2,AK,1,100,RD
1618272254.692339,2132762.500,52145,2,AK,1,100,52141
1618272254.709366,2132779.000,52145,2,AK,1,100,RD
1618272257.327317,2135316.000,53046,2,AK,1,100,52141
1618272259.945268,2137853.000,53046,2,AK,1,100,RD
1618272259.951459,2137859.000,53048,2,AK,1,100,53044
1618272259.957651,2137865.000,53048,2,AK,1,100,RD
1618272262.600884,2140426.500,53950,2,AK,1,100,53044
1618272265.244117,2142988.000,53950,2,AK,1,100,RD
1618272265.250824,2142994.500,53952,2,AK,1,100,53948
1618272265.257532,2143001.000,53952,2,AK,1,100,RD
1618272267.898701,2145560.500,54853,2,AK,1,100,53948
1618272270.539870,2148120.000,54853,2,AK,1,100,RD
1618272270.558960,2148138.500,54855,2,AK,1,100,54851
1618272270.578050,2148157.000,54855,2,AK,1,100,RD
1618272273.208385,2150706.000,55756,2,AK,1,100,54851
1618272275.838719,2153255.000,55756,2,AK,1,100,RD
1618272275.844910,2153261.000,55758,2,AK,1,100,55754
1618272275.851102,2153267.000,55758,2,AK,1,100,RD
1618272278.482984,2155817.500,56659,2,AK,1,100,55754
1618272281.114866,2158368.000,56659,2,AK,1,100,RD
1618272281.122089,2158375.000,56661,2,AK,1,100,56657
1618272281.129312,2158382.000,56661,2,AK,1,100,RD
1618272283.777705,2160948.500,57564,2,AK,1,100,56657
1618272286.426097,2163515.000,57564,2,AK,1,100,RD
1618272286.438480,2163527.000,57566,2,AK,1,100,57562
1618272286.450863,2163539.000,57566,2,AK,1,100,RD
1618272289.075522,2166082.500,58469,2,AK,1,100,57562
1618272291.700180,2168626.000,58469,2,AK,1,100,RD
1618272291.734749,2168659.500,58471,2,AK,1,100,58467
1618272291.769318,2168693.000,58471,2,AK,1,100,RD
1618272294.382110,2171225.000,59371,2,AK,1,100,58467
1618272296.994901,2173757.000,59371,2,AK,1,100,RD
1618272297.001093,2173763.000,59373,2,AK,1,100,59369
1618272297.007284,2173769.000,59373,2,AK,1,100,RD
1618272299.647422,2176327.500,60275,2,AK,1,100,59369
1618272302.287559,2178886.000,60275,2,AK,1,100,RD
1618272302.306133,2178904.000,60277,2,AK,1,100,60273
1618272302.324708,2178922.000,60277,2,AK,1,100,RD
1618272304.955558,2181471.500,61181,2,AK,1,100,61179
1618272307.586408,2184021.000,61181,2,AK,1,100,RD
1618272310.229125,2186582.000,62081,2,AK,1,100,61179
1618272312.871842,2189143.000,62081,2,AK,1,100,RD
1618272312.877517,2189148.500,62083,2,AK,1,100,62079
1618272312.883193,2189154.000,62083,2,AK,1,100,RD
1618272315.527974,2191717.000,62985,2,AK,1,100,62079
1618272318.172754,2194280.000,62985,2,AK,1,100,RD
1618272318.178946,2194286.000,62987,2,AK,1,100,62983
1618272318.185137,2194292.000,62987,2,AK,1,100,RD
1618272320.834046,2196859.000,63888,2,AK,1,100,62983
1618272323.482954,2199426.000,63888,2,AK,1,100,RD
1618272323.505656,2199448.000,63890,2,AK,1,100,63886
1618272323.528358,2199470.000,63890,2,AK,1,100,RD
1618272326.143214,2202004.000,64793,2,AK,1,100,63886
1618272328.758069,2204538.000,64793,2,AK,1,100,RD
1618272328.764261,2204544.000,64795,2,AK,1,100,64791
1618272328.770452,2204550.000,64795,2,AK,1,100,RD
1618272331.415233,2207113.000,161,2,AK,1,100,64791
1618272334.060014,2209676.000,161,2,AK,1,100,RD
1618272334.066721,2209682.500,163,2,AK,1,100,159
1618272334.073428,2209689.000,163,2,AK,1,100,RD
1618272336.700667,2212235.000,1065,2,AK,1,100,159
1618272339.327905,2214781.000,1065,2,AK,1,100,RD
1618272339.333581,2214786.500,1067,2,AK,1,100,1063
1618272339.339256,2214792.000,1067,2,AK,1,100,RD
1618272341.994356,2217365.000,1986,2,AK,1,100,1063
1618272344.649456,2219938.000,1986,2,AK,1,100,RD
1618272344.682993,2219970.500,1988,2,AK,1,100,1984
1618272344.716530,2220003.000,1988,2,AK,1,100,RD
1618272347.332933,2222538.500,2891,2,AK,1,100,1984
1618272349.949337,2225074.000,2891,2,AK,1,100,RD
1618272349.955528,2225080.000,2893,2,AK,1,100,2889
1618272349.961720,2225086.000,2893,2,AK,1,100,RD
1618272352.593086,2227636.000,3793,2,AK,1,100,2889
1618272355.224452,2230186.000,3793,2,AK,1,100,RD
1618272355.244574,2230205.500,3795,2,AK,1,100,3791
1618272355.264696,2230225.000,3795,2,AK,1,100,RD
1618272357.879036,2232758.500,4696,2,AK,1,100,3791
1618272360.493375,2235292.000,4696,2,AK,1,100,RD
1618272360.499567,2235298.000,4698,2,AK,1,100,4694
1618272360.505758,2235304.000,4698,2,AK,1,100,RD
1618272363.137124,2237854.000,5601,2,AK,1,100,4694
1618272365.768490,2240404.000,5601,2,AK,1,100,RD
1618272365.791708,2240426.500,5603,2,AK,1,100,5599
1618272365.814926,2240449.000,5603,2,AK,1,100,RD
1618272368.426686,2242980.000,6504,2,AK,1,100,5599
1618272371.038445,2245511.000,6504,2,AK,1,100,RD
1618272371.044121,2245516.500,6506,2,AK,1,100,6502
1618272371.049797,2245522.000,6506,2,AK,1,100,RD
1618272373.701285,2248091.500,7424,2,AK,1,100,6502
1618272376.352773,2250661.000,7424,2,AK,1,100,RD
1618272376.359480,2250667.500,7426,2,AK,1,100,7422
1618272376.366188,2250674.000,7426,2,AK,1,100,RD
1618272378.989815,2253216.500,8329,2,AK,1,100,7422
1618272381.613441,2255759.000,8329,2,AK,1,100,RD
1618272381.620149,2255765.500,8331,2,AK,1,100,8327
1618272381.626856,2255772.000,8331,2,AK,1,100,RD
1618272384.275249,2258338.500,9250,2,AK,1,100,8327
1618272386.923641,2260905.000,9250,2,AK,1,100,RD
1618272386.929832,2260911.000,9252,2,AK,1,100,9248
1618272386.936024,2260917.000,9252,2,AK,1,100,RD
1618272389.565842,2263465.500,10153,2,AK,1,100,9248
1618272392.195660,2266014.000,10153,2,AK,1,100,RD
1618272392.214751,2266032.500,10155,2,AK,1,100,10151
1618272392.233841,2266051.000,10155,2,AK,1,100,RD
1618272394.848696,2268585.000,11059,2,AK,1,100,10151
1618272397.463552,2271119.000,11059,2,AK,1,100,RD
1618272397.470259,2271125.500,11061,2,AK,1,100,11057
1618272397.476967,2271132.000,11061,2,AK,1,100,RD
1618272400.131551,2273704.500,11979,2,AK,1,100,11057
1618272402.786134,2276277.000,11979,2,AK,1,100,RD
1618272402.792842,2276283.500,11981,2,AK,1,100,11977
1618272402.799549,2276290.000,11981,2,AK,1,100,RD
1618272405.460325,2278868.500,12899,2,AK,1,100,11977
1618272408.121100,2281447.000,12899,2,AK,1,100,RD
1618272408.127292,2281453.000,12901,2,AK,1,100,12897
1618272408.133483,2281459.000,12901,2,AK,1,100,RD
1618272410.789615,2284033.000,13822,2,AK,1,100,12897
1618272413.445747,2286607.000,13822,2,AK,1,100,RD
1618272413.451938,2286613.000,13824,2,AK,1,100,13820
1618272413.458130,2286619.000,13824,2,AK,1,100,RD
1618272416.111682,2289190.500,14742,2,AK,1,100,13820
1618272418.765234,2291762.000,14742,2,AK,1,100,RD
1618272418.770909,2291767.500,14744,2,AK,1,100,14740
1618272418.776585,2291773.000,14744,2,AK,1,100,RD
1618272421.435296,2294349.500,15663,2,AK,1,100,14740
1618272424.094008,2296926.000,15663,2,AK,1,100,RD
1618272424.099683,2296931.500,15665,2,AK,1,100,15661
1618272424.105359,2296937.000,15665,2,AK,1,100,RD
1618272426.760459,2299510.000,16584,2,AK,1,100,15661
1618272429.415559,2302083.000,16584,2,AK,1,100,RD
1618272429.421750,2302089.000,16586,2,AK,1,100,16582
1618272429.427942,2302095.000,16586,2,AK,1,100,RD
1618272432.056728,2304642.500,17487,2,AK,1,100,16582
1618272434.685514,2307190.000,17487,2,AK,1,100,RD
1618272434.692221,2307196.500,17489,2,AK,1,100,17485
1618272434.698929,2307203.000,17489,2,AK,1,100,RD
1618272437.348353,2309770.500,18410,2,AK,1,100,17485
1618272439.997778,2312338.000,18410,2,AK,1,100,RD
1618272440.003969,2312344.000,18412,2,AK,1,100,18408
1618272440.010161,2312350.000,18412,2,AK,1,100,RD
1618272442.640495,2314899.000,19313,2,AK,1,100,18408
1618272445.270829,2317448.000,19313,2,AK,1,100,RD
1618272445.278568,2317455.500,19315,2,AK,1,100,19311
1618272445.286308,2317463.000,19315,2,AK,1,100,RD
1618272447.933668,2320028.500,20234,2,AK,1,100,19311
1618272450.581029,2322594.000,20234,2,AK,1,100,RD
1618272450.594444,2322607.000,20236,2,AK,1,100,20232
1618272450.607858,2322620.000,20236,2,AK,1,100,RD
1618272453.233033,2325164.000,21137,2,AK,1,100,20232
1618272455.858207,2327708.000,21137,2,AK,1,100,RD
1618272455.894324,2327743.000,21139,2,AK,1,100,21135
1618272455.930441,2327778.000,21139,2,AK,1,100,RD
1618272458.528786,2330296.000,22039,2,AK,1,100,21135
1618272461.127131,2332814.000,22039,2,AK,1,100,RD
1618272461.135902,2332822.500,22041,2,AK,1,100,22037
1618272461.144673,2332831.000,22041,2,AK,1,100,RD
1618272463.794098,2335398.500,22960,2,AK,1,100,22037
1618272466.443522,2337966.000,22960,2,AK,1,100,RD
1618272466.458485,2337980.500,22962,2,AK,1,100,22958
1618272466.473448,2337995.000,22962,2,AK,1,100,RD
1618272469.092431,2340533.000,23865,2,AK,1,100,22958
1618272471.711414,2343071.000,23865,2,AK,1,100,RD
1618272471.717089,2343076.500,23867,2,AK,1,100,23863
1618272471.722765,2343082.000,23867,2,AK,1,100,RD
1618272474.375285,2345652.500,24787,2,AK,1,100,23863
1618272477.027805,2348223.000,24787,2,AK,1,100,RD
1618272477.033481,2348228.500,24789,2,AK,1,100,24785
1618272477.039156,2348234.000,24789,2,AK,1,100,RD
1618272479.693740,2350806.500,25708,2,AK,1,100,24785
1618272482.348324,2353379.000,25708,2,AK,1,100,RD
1618272482.357611,2353388.000,25710,2,AK,1,100,25706
1618272482.366898,2353397.000,25710,2,AK,1,100,RD
1618272485.019418,2355967.500,26628,2,AK,1,100,25706
1618272487.671939,2358538.000,26628,2,AK,1,100,RD
1618272487.678646,2358544.500,26630,2,AK,1,100,26626
1618272487.685353,2358551.000,26630,2,AK,1,100,RD
1618272490.330650,2361114.500,27548,2,AK,1,100,26626
1618272492.975947,2363678.000,27548,2,AK,1,100,RD
1618272492.987298,2363689.000,27550,2,AK,1,100,27546
1618272492.998649,2363700.000,27550,2,AK,1,100,RD
1618272495.620728,2366241.000,28452,2,AK,1,100,27546
1618272498.242807,2368782.000,28452,2,AK,1,100,RD
1618272498.253126,2368792.000,28454,2,AK,1,100,28450
1618272498.263445,2368802.000,28454,2,AK,1,100,RD
1618272500.920093,2371376.500,29373,2,AK,1,100,28450
1618272503.576740,2373951.000,29373,2,AK,1,100,RD
1618272503.583448,2373957.500,29375,2,AK,1,100,29371
1618272503.590155,2373964.000,29375,2,AK,1,100,RD
1618272506.238032,2376530.000,30293,2,AK,1,100,29371
1618272508.885908,2379096.000,30293,2,AK,1,100,RD
1618272508.892616,2379102.500,30295,2,AK,1,100,30291
1618272508.899323,2379109.000,30295,2,AK,1,100,RD
1618272511.553907,2381681.500,31214,2,AK,1,100,30291
1618272514.208491,2384254.000,31214,2,AK,1,100,RD
1618272514.214682,2384260.000,31216,2,AK,1,100,31212
1618272514.220874,2384266.000,31216,2,AK,1,100,RD
1618272516.848112,2386812.000,32117,2,AK,1,100,31212
1618272519.475351,2389358.000,32117,2,AK,1,100,RD
1618272519.483090,2389365.500,32119,2,AK,1,100,32115
1618272519.490829,2389373.000,32119,2,AK,1,100,RD
1618272522.137674,2391938.000,33039,2,AK,1,100,32115
1618272524.784518,2394503.000,33039,2,AK,1,100,RD
1618272524.814444,2394532.000,33041,2,AK,1,100,33037
1618272524.844369,2394561.000,33041,2,AK,1,100,RD
1618272527.473671,2397109.000,33942,2,AK,1,100,33037
1618272530.102974,2399657.000,33942,2,AK,1,100,RD
1618272530.130835,2399684.000,33944,2,AK,1,100,33940
1618272530.158697,2399711.000,33944,2,AK,1,100,RD
1618272532.784387,2402255.500,34845,2,AK,1,100,33940
1618272535.410078,2404800.000,34845,2,AK,1,100,RD
1618272535.415753,2404805.500,34847,2,AK,1,100,34843
1618272535.421429,2404811.000,34847,2,AK,1,100,RD
1618272538.058986,2407367.000,35748,2,AK,1,100,34843
1618272540.696544,2409923.000,35748,2,AK,1,100,RD
1618272540.708411,2409934.500,35750,2,AK,1,100,35746
1618272540.720278,2409946.000,35750,2,AK,1,100,RD
1618272543.361963,2412506.000,36653,2,AK,1,100,35746
1618272546.003648,2415066.000,36653,2,AK,1,100,RD
1618272546.026866,2415088.500,36655,2,AK,1,100,36651
1618272546.050084,2415111.000,36655,2,AK,1,100,RD
1618272548.672163,2417652.000,37558,2,AK,1,100,36651
1618272551.294241,2420193.000,37558,2,AK,1,100,RD
1618272551.300433,2420199.000,37560,2,AK,1,100,37556
1618272551.306624,2420205.000,37560,2,AK,1,100,RD
