EpochTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1618272080.007300,1963479.000,22218,1,TL,1,100,2021-04-12_17-01-14-887892
1618272080.024842,1963496.000,22220,1,TL,1,100,2021-04-12_17-01-20-014265
1618272085.322659,1968630.000,23138,1,TL,1,100,2021-04-12_17-01-20-109188
1618272085.341234,1968648.000,23140,1,TL,1,100,2021-04-12_17-01-25-332007
1618272090.588487,1973733.000,24041,1,TL,1,100,2021-04-12_17-01-25-441315
1618272090.611189,1973755.000,24043,1,TL,1,100,2021-04-12_17-01-30-596214
1618272095.858443,1978840.000,24946,1,TL,1,100,2021-04-12_17-01-30-764073
1618272095.880112,1978861.000,24948,1,TL,1,100,2021-04-12_17-01-35-864856
1618272101.187217,1984004.000,25867,1,TL,1,100,2021-04-12_17-01-35-982543
1618272101.226429,1984042.000,25869,1,TL,1,100,2021-04-12_17-01-41-210364
1618272106.448917,1989103.000,26771,1,TL,1,100,2021-04-12_17-01-41-302331
1618272106.467491,1989121.000,26773,1,TL,1,100,2021-04-12_17-01-46-454539
1618272111.745702,1994236.000,27691,1,TL,1,100,2021-04-12_17-01-46-516033
1618272111.765308,1994255.000,27693,1,TL,1,100,2021-04-12_17-01-51-756346
1618272117.024944,1999352.000,28596,1,TL,1,100,2021-04-12_17-01-51-863215
1618272117.084795,1999410.000,28598,1,TL,1,100,2021-04-12_17-01-57-082374
1618272122.290772,2004455.000,29500,1,TL,1,100,2021-04-12_17-01-57-183770
1618272122.310378,2004474.000,29502,1,TL,1,100,2021-04-12_17-02-02-298891
1618272127.605099,2009605.000,30420,1,TL,1,100,2021-04-12_17-02-02-402149
1618272127.625738,2009625.000,30422,1,TL,1,100,2021-04-12_17-02-07-616168
1618272132.918395,2014754.000,31342,1,TL,1,100,2021-04-12_17-02-07-726686
1618272132.935938,2014771.000,31344,1,TL,1,100,2021-04-12_17-02-12-927924
1618272138.186287,2019859.000,32245,1,TL,1,100,2021-04-12_17-02-13-062300
1618272138.207957,2019880.000,32247,1,TL,1,100,2021-04-12_17-02-18-193400
1618272143.504742,2025013.000,33165,1,TL,1,100,2021-04-12_17-02-18-276545
1618272143.525380,2025033.000,33167,1,TL,1,100,2021-04-12_17-02-23-517808
1618272148.813910,2030158.000,34069,1,TL,1,100,2021-04-12_17-02-23-701081
1618272148.833516,2030177.000,34071,1,TL,1,100,2021-04-12_17-02-28-824333
1618272154.127205,2035307.000,34975,1,TL,1,100,2021-04-12_17-02-28-961593
1618272154.154035,2035333.000,34977,1,TL,1,100,2021-04-12_17-02-34-148822
1618272159.414703,2040431.000,35879,1,TL,1,100,2021-04-12_17-02-34-280194
1618272159.483841,2040498.000,35881,1,TL,1,100,2021-04-12_17-02-39-476832
1618272164.714584,2045567.000,36781,1,TL,1,100,2021-04-12_17-02-39-572132
1618272164.734190,2045586.000,36783,1,TL,1,100,2021-04-12_17-02-44-723890
1618272169.991763,2050681.000,37684,1,TL,1,100,2021-04-12_17-02-44-900952
1618272170.012401,2050701.000,37686,1,TL,1,100,2021-04-12_17-02-50-000499
1618272175.265846,2055792.000,38589,1,TL,1,100,2021-04-12_17-02-50-146070
1618272175.284420,2055810.000,38591,1,TL,1,100,2021-04-12_17-02-55-273210
1618272180.553344,2060916.000,39492,1,TL,1,100,2021-04-12_17-02-55-448256
1618272180.571918,2060934.000,39494,1,TL,1,100,2021-04-12_17-03-00-570366
1618272185.870767,2066069.000,40395,1,TL,1,100,2021-04-12_17-03-00-774941
1618272185.890373,2066088.000,40397,1,TL,1,100,2021-04-12_17-03-05-890380
1618272191.172711,2071207.000,41298,1,TL,1,100,2021-04-12_17-03-06-025165
1618272191.216051,2071249.000,41300,1,TL,1,100,2021-04-12_17-03-11-218324
1618272196.472592,2076343.000,42202,1,TL,1,100,2021-04-12_17-03-11-321726
1618272196.548953,2076417.000,42204,1,TL,1,100,2021-04-12_17-03-16-545843
1618272201.758026,2081465.000,43108,1,TL,1,100,2021-04-12_17-03-16-646680
1618272201.776600,2081483.000,43110,1,TL,1,100,2021-04-12_17-03-21-767322
1618272207.064098,2086607.000,44012,1,TL,1,100,2021-04-12_17-03-21-908871
1618272207.082672,2086625.000,44014,1,TL,1,100,2021-04-12_17-03-27-072284
1618272212.347468,2091727.000,44914,1,TL,1,100,2021-04-12_17-03-27-224416
1618272212.417638,2091795.000,44916,1,TL,1,100,2021-04-12_17-03-32-419228
1618272217.620519,2096837.000,45817,1,TL,1,100,2021-04-12_17-03-32-512791
1618272217.640126,2096856.000,45819,1,TL,1,100,2021-04-12_17-03-37-633045
1618272222.903890,2101957.000,46722,1,TL,1,100,2021-04-12_17-03-37-844725
1618272222.963740,2102015.000,46724,1,TL,1,100,2021-04-12_17-03-42-968070
1618272228.169717,2107060.000,47622,1,TL,1,100,2021-04-12_17-03-43-065854
1618272228.190356,2107080.000,47624,1,TL,1,100,2021-04-12_17-03-48-184721
1618272233.481981,2112208.000,48525,1,TL,1,100,2021-04-12_17-03-48-390257
1618272233.503651,2112229.000,48527,1,TL,1,100,2021-04-12_17-03-53-505029
1618272238.779798,2117342.000,49430,1,TL,1,100,2021-04-12_17-03-53-646642
1618272238.837585,2117398.000,49432,1,TL,1,100,2021-04-12_17-03-58-837022
1618272244.088966,2122487.000,50335,1,TL,1,100,2021-04-12_17-03-58-936150
1618272244.106508,2122504.000,50337,1,TL,1,100,2021-04-12_17-04-04-096709
1618272249.382655,2127617.000,51239,1,TL,1,100,2021-04-12_17-04-04-257479
1618272249.401229,2127635.000,51241,1,TL,1,100,2021-04-12_17-04-09-395790
1618272254.670153,2132741.000,52142,1,TL,1,100,2021-04-12_17-04-09-582999
1618272254.706270,2132776.000,52144,1,TL,1,100,2021-04-12_17-04-14-707034
1618272259.935981,2137844.000,53045,1,TL,1,100,2021-04-12_17-04-14-819496
1618272259.954555,2137862.000,53047,1,TL,1,100,2021-04-12_17-04-19-945990
1618272265.234830,2142979.000,53949,1,TL,1,100,2021-04-12_17-04-20-128946
1618272265.254436,2142998.000,53951,1,TL,1,100,2021-04-12_17-04-25-248930
1618272270.533678,2148114.000,54852,1,TL,1,100,2021-04-12_17-04-25-400604
1618272270.574955,2148154.000,54854,1,TL,1,100,2021-04-12_17-04-30-579735
1618272275.828400,2153245.000,55755,1,TL,1,100,2021-04-12_17-04-30-693379
1618272275.848006,2153264.000,55757,1,TL,1,100,2021-04-12_17-04-35-838030
1618272281.106610,2158360.000,56658,1,TL,1,100,2021-04-12_17-04-36-000716
1618272281.126216,2158379.000,56660,1,TL,1,100,2021-04-12_17-04-41-122049
1618272286.420938,2163510.000,57563,1,TL,1,100,2021-04-12_17-04-41-264949
1618272286.446735,2163535.000,57565,1,TL,1,100,2021-04-12_17-04-46-451482
1618272291.693989,2168620.000,58468,1,TL,1,100,2021-04-12_17-04-46-573532
1618272291.766222,2168690.000,58470,1,TL,1,100,2021-04-12_17-04-51-775039
1618272296.983551,2173746.000,59370,1,TL,1,100,2021-04-12_17-04-51-878740
1618272297.005221,2173767.000,59372,1,TL,1,100,2021-04-12_17-04-56-997865
1618272302.280335,2178879.000,60274,1,TL,1,100,2021-04-12_17-04-57-203751
1618272302.321612,2178919.000,60276,1,TL,1,100,2021-04-12_17-05-02-325117
1618272307.576089,2184011.000,61180,1,TL,1,100,2021-04-12_17-05-07-577552
1618272312.860491,2189132.000,62080,1,TL,1,100,2021-04-12_17-05-07-750973
1618272312.880097,2189151.000,62082,1,TL,1,100,2021-04-12_17-05-12-872744
1618272318.164499,2194272.000,62984,1,TL,1,100,2021-04-12_17-05-13-069772
1618272318.182042,2194289.000,62986,1,TL,1,100,2021-04-12_17-05-18-174893
1618272323.475731,2199419.000,63887,1,TL,1,100,2021-04-12_17-05-18-323082
1618272323.524230,2199466.000,63889,1,TL,1,100,2021-04-12_17-05-23-521873
1618272328.749814,2204530.000,64792,1,TL,1,100,2021-04-12_17-05-23-625499
1618272328.767356,2204547.000,64794,1,TL,1,100,2021-04-12_17-05-28-759493
1618272334.043503,2209660.000,160,1,TL,1,100,2021-04-12_17-05-28-944451
1618272334.070333,2209686.000,162,1,TL,1,100,2021-04-12_17-05-34-062867
1618272339.317586,2214771.000,1064,1,TL,1,100,2021-04-12_17-05-34-165657
1618272339.337193,2214790.000,1066,1,TL,1,100,2021-04-12_17-05-39-332067
1618272344.644297,2219933.000,1985,1,TL,1,100,2021-04-12_17-05-39-490339
1618272344.713434,2220000.000,1987,1,TL,1,100,2021-04-12_17-05-44-716218
1618272349.940050,2225065.000,2890,1,TL,1,100,2021-04-12_17-05-44-819789
1618272349.958624,2225083.000,2892,1,TL,1,100,2021-04-12_17-05-49-947578
1618272355.219292,2230181.000,3792,1,TL,1,100,2021-04-12_17-05-50-041816
1618272355.261600,2230222.000,3794,1,TL,1,100,2021-04-12_17-05-55-263090
1618272360.480992,2235280.000,4695,1,TL,1,100,2021-04-12_17-05-55-362455
1618272360.502662,2235301.000,4697,1,TL,1,100,2021-04-12_17-06-00-489023
1618272365.762299,2240398.000,5600,1,TL,1,100,2021-04-12_17-06-00-583749
1618272365.811830,2240446.000,5602,1,TL,1,100,2021-04-12_17-06-05-807222
1618272371.029158,2245502.000,6503,1,TL,1,100,2021-04-12_17-06-05-882359
1618272371.046701,2245519.000,6505,1,TL,1,100,2021-04-12_17-06-11-035273
1618272376.337294,2250646.000,7423,1,TL,1,100,2021-04-12_17-06-11-133611
1618272376.363092,2250671.000,7425,1,TL,1,100,2021-04-12_17-06-16-354691
1618272381.604154,2255750.000,8328,1,TL,1,100,2021-04-12_17-06-16-461602
1618272381.623760,2255769.000,8330,1,TL,1,100,2021-04-12_17-06-21-611541
1618272386.914354,2260896.000,9249,1,TL,1,100,2021-04-12_17-06-21-684692
1618272386.931896,2260913.000,9251,1,TL,1,100,2021-04-12_17-06-26-919341
1618272392.190501,2266009.000,10152,1,TL,1,100,2021-04-12_17-06-26-986958
1618272392.230745,2266048.000,10154,1,TL,1,100,2021-04-12_17-06-32-230426
1618272397.454265,2271110.000,11058,1,TL,1,100,2021-04-12_17-06-32-327922
1618272397.473871,2271129.000,11060,1,TL,1,100,2021-04-12_17-06-37-459325
1618272402.776847,2276268.000,11978,1,TL,1,100,2021-04-12_17-06-37-520205
1618272402.796454,2276287.000,11980,1,TL,1,100,2021-04-12_17-06-42-782048
1618272408.103558,2281430.000,12898,1,TL,1,100,2021-04-12_17-06-42-876052
1618272408.130387,2281456.000,12900,1,TL,1,100,2021-04-12_17-06-48-110161
1618272413.437491,2286599.000,13821,1,TL,1,100,2021-04-12_17-06-48-196622
1618272413.455034,2286616.000,13823,1,TL,1,100,2021-04-12_17-06-53-438205
1618272418.754915,2291752.000,14741,1,TL,1,100,2021-04-12_17-06-53-524305
1618272418.773489,2291770.000,14743,1,TL,1,100,2021-04-12_17-06-58-758989
1618272424.083689,2296916.000,15662,1,TL,1,100,2021-04-12_17-06-58-850642
1618272424.102263,2296934.000,15664,1,TL,1,100,2021-04-12_17-07-04-087130
1618272429.406271,2302074.000,16583,1,TL,1,100,2021-04-12_17-07-04-175438
1618272429.424846,2302092.000,16585,1,TL,1,100,2021-04-12_17-07-09-412597
1618272434.676227,2307181.000,17486,1,TL,1,100,2021-04-12_17-07-09-498972
1618272434.694801,2307199.000,17488,1,TL,1,100,2021-04-12_17-07-14-681166
1618272439.989522,2312330.000,18409,1,TL,1,100,2021-04-12_17-07-14-748681
1618272440.007065,2312347.000,18411,1,TL,1,100,2021-04-12_17-07-19-994237
1618272445.261542,2317439.000,19312,1,TL,1,100,2021-04-12_17-07-20-067728
1618272445.282180,2317459.000,19314,1,TL,1,100,2021-04-12_17-07-25-273986
1618272450.577933,2322591.000,20233,1,TL,1,100,2021-04-12_17-07-25-339236
1618272450.604763,2322617.000,20235,1,TL,1,100,2021-04-12_17-07-30-593460
1618272455.853048,2327703.000,21136,1,TL,1,100,2021-04-12_17-07-30-662354
1618272455.926313,2327774.000,21138,1,TL,1,100,2021-04-12_17-07-35-919533
1618272461.124035,2332811.000,22038,1,TL,1,100,2021-04-12_17-07-36-024749
1618272461.141578,2332828.000,22040,1,TL,1,100,2021-04-12_17-07-41-141026
1618272466.438363,2337961.000,22959,1,TL,1,100,2021-04-12_17-07-41-243582
1618272466.469320,2337991.000,22961,1,TL,1,100,2021-04-12_17-07-46-472057
1618272471.702127,2343062.000,23864,1,TL,1,100,2021-04-12_17-07-46-530764
1618272471.719669,2343079.000,23866,1,TL,1,100,2021-04-12_17-07-51-709467
1618272477.017486,2348213.000,24786,1,TL,1,100,2021-04-12_17-07-51-789701
1618272477.036060,2348231.000,24788,1,TL,1,100,2021-04-12_17-07-57-025463
1618272482.338005,2353369.000,25707,1,TL,1,100,2021-04-12_17-07-57-116290
1618272482.362771,2353393.000,25709,1,TL,1,100,2021-04-12_17-08-02-348308
1618272487.662651,2358529.000,26627,1,TL,1,100,2021-04-12_17-08-02-423654
1618272487.682258,2358548.000,26629,1,TL,1,100,2021-04-12_17-08-07-670094
1618272492.972851,2363675.000,27547,1,TL,1,100,2021-04-12_17-08-07-743074
1618272492.994521,2363696.000,27549,1,TL,1,100,2021-04-12_17-08-12-991139
1618272498.233520,2368773.000,28451,1,TL,1,100,2021-04-12_17-08-13-060772
1618272498.260349,2368799.000,28453,1,TL,1,100,2021-04-12_17-08-18-241459
1618272503.565389,2373940.000,29372,1,TL,1,100,2021-04-12_17-08-18-413849
1618272503.587059,2373961.000,29374,1,TL,1,100,2021-04-12_17-08-23-573466
1618272508.876621,2379087.000,30292,1,TL,1,100,2021-04-12_17-08-23-740454
1618272508.894164,2379104.000,30294,1,TL,1,100,2021-04-12_17-08-28-885846
1618272514.200236,2384246.000,31213,1,TL,1,100,2021-04-12_17-08-28-971400
1618272514.217778,2384263.000,31215,1,TL,1,100,2021-04-12_17-08-34-204762
1618272519.467095,2389350.000,32116,1,TL,1,100,2021-04-12_17-08-34-291154
1618272519.485670,2389368.000,32118,1,TL,1,100,2021-04-12_17-08-39-476876
1618272524.779359,2394498.000,33038,1,TL,1,100,2021-04-12_17-08-39-612361
1618272524.840242,2394557.000,33040,1,TL,1,100,2021-04-12_17-08-44-838700
1618272530.096782,2399651.000,33941,1,TL,1,100,2021-04-12_17-08-44-936039
1618272530.155601,2399708.000,33943,1,TL,1,100,2021-04-12_17-08-50-155148
1618272535.400790,2404791.000,34844,1,TL,1,100,2021-04-12_17-08-50-260601
1618272535.418333,2404808.000,34846,1,TL,1,100,2021-04-12_17-08-55-408027
1618272540.691384,2409918.000,35747,1,TL,1,100,2021-04-12_17-08-55-586912
1618272540.716150,2409942.000,35749,1,TL,1,100,2021-04-12_17-09-00-706598
1618272545.998488,2415061.000,36652,1,TL,1,100,2021-04-12_17-09-00-833523
1618272546.046988,2415108.000,36654,1,TL,1,100,2021-04-12_17-09-06-037115
1618272551.282890,2420182.000,37557,1,TL,1,100,2021-04-12_17-09-06-138484
1618272551.303529,2420202.000,37559,1,TL,1,100,2021-04-12_17-09-11-286572
